words,document_3,document_2,document_1,document_5,document_4,document_6,document_7,document_11,document_10,document_12,document_13,document_17,document_16,document_14,document_15,document_18,document_19,document_20,document_9,document_8
Revolutionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Cocktails,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voluntarism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Impact,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buildings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
asking,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
helix,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortunate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Counties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
words,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
Tex,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metabolism,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
How,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
deflation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
identifying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
detecting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progression,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reserve,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tapped,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
financier,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
diviners,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
family-friendly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unflattering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
decadal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Br,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
referendum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lose,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laughing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
laboratory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Decision-making,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
infinite,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
wenbr,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rationally,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cycle,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
varied,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Frauen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kittenhood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conant,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shaft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Erithacus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Employment,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
wrongs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Connor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16-year-old,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
meals,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
statements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
show,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,1
rooted,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ample,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
interpretative,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0
Stamps,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
convention,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulator,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
transports,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hope,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
slave,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
domains,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unitarianism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
largest,0,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
upwelling,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
advises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unity,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mugs,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phonetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
classrooms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
pacific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thus,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expectancy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adverse,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0
embodied,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
renamed,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Benjamins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
intervention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dispute,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
et,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Nottingham,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Communists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
kill,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sea,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
human,0,0,1,0,1,22,0,0,0,0,0,0,0,0,1,0,0,4,0,0
surviving,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shortly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MENU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
temperatures,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proceed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
sciences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
engraved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
adoption,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overwhelming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Schweinebraten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1950s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
primers,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
predation,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Lies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
thrift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
quinine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housecat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1
submersible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nada,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appreciate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Living,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kittens,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
habitats,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crescent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behaviour,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
Sexually,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zonal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loris,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Reconciliation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wavelengths,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chronicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Newton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
action,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
frequently,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0
wave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
Max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
All-Star,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Columbian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
addressing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
search,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
repeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
concepts,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
right-wing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
variations,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Adelaide,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Riposto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
languages,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
leaves,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
interactions,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
made,2,1,2,4,2,4,5,0,1,0,0,0,2,0,0,0,16,12,0,7
grilling,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
remember,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Riceville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
district,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
dutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Isaacson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
humorously,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rare,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
grows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
while,0,0,1,0,5,5,0,0,0,0,0,0,0,0,2,0,13,7,0,5
groundless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sheet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cloud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pumped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dissertation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Recently,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
counter-surveillance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
unknown,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0
newborn,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conducive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
segregation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
lim,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
1850,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
specimen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dispensable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
led,0,1,0,5,0,3,4,0,0,0,0,2,1,0,0,0,6,9,0,2
ferrets,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regional,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
compelled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
concerns,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
dominant,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parade,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
siliquosus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870s,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
phenomenon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
rest,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,4,1,0,0
halls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disclose,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
super-coiled,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roasted,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
discovering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
calm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
lands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
District,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
bold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
planet,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
intranuclear,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
temptation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Slavonic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
rats,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stranger,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
witchcraft,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
should,0,0,0,0,0,2,1,0,0,0,0,0,0,0,20,0,10,7,0,2
-Ay,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parvoviruses,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
agree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
Lionardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
toxicity,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
poles,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inquires,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Repeating,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,1,0,2
habitat,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
course,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1
wholly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Schr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Feb-56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
congestion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relieves,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohrenkopf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
objects,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
borrowed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
choices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
designs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tour,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
restricted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
nick,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assembles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oriented,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
authorizing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
highest,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
non-violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27-Dec-55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rolls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
temperature,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2,0,0,0
cancelled,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
autobiography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0
clamshell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
specific,0,0,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2
priestesses,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
message,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube-feed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
begins,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,22,1,0,1
prevents,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,1,0,3,1,0,0,0,0,0,0,4,0,0,2,1,0,9
improperly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
weighed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cool,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mailboxes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boosting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
phenotype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
signer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
reintroduced,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
independence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
K-pop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gallup,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
adequately,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
territory,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Concord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
monitor,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Naismith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
nicked,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bequeathed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contraposition,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
traits,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
unable,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
shorthand,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
National,1,0,0,3,0,1,1,0,3,1,0,5,0,0,2,0,8,18,0,3
work,0,2,3,1,0,1,0,1,0,0,0,0,1,0,1,1,12,5,0,0
Societies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
contribution,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fragments,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
applauded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sausage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comparison,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
mourned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thomas,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0
genetic,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sex-related,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
males,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Along,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
regarded,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2
Code,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
University,1,0,0,0,0,1,0,0,2,2,0,0,0,0,2,1,14,6,0,4
Charli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
prongs,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dunlop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pelvis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immediately,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
partnership,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
west,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3
holds,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
